@relation emotion_test

@attribute emotionclass {happy,sad,fear}
@attribute text String


@data
sad,'I spent a weekend in San Diego visiting my boyfriend Rob. We were at the airport and my plane was just about so leave. After saying goodbye, I boarded the plane. It was the hardest thing to do and it was a sad trip home.'
sad,'The same as in guilt.'
sad,'The day I left my first girlfriend.'
sad,'My boyfriend with whom I had a longlasting relationship, fell in love with another girl, then he asked me something which implied that he loved that girl more than he loved me.'
sad,'Hearing of the death of a friend who had been skiing.'
sad,'Losing my job that I had for 4 summers. I took it personally and cried for 6 hours off and on. I wanted to hide away and did for a few days.'
sad,'A child beaten up by his mother.'
sad,'I felt very sad when my boyfriend wanted to break our relationship. Our relationship lasted two years, we shared everything and all this was finished.'
sad,'When my dog died.  I had reared it for nearly three years.  It had been ill for several days and had not eaten anything.  One morning I found it dead.'
sad,'When my grandmother after staying with us for awhile went back home.'
sad,'My mother was stuck by an apoplectic fit, was hemi-paralyzed and suffered an aphasia.'
sad,'A father of 4 children killed in an accident.'
sad,'I partly colored my hair black. My mother didnt like it and reproached me to be a ""subversive element"". Later on she stated that this was due to my friends. As I see it, this all resulted from colouring my hair.'
sad,'My sister was in coma for 3 months (due to a train accident). Now her brainfunctions are disturbed. She will never be able to walk and she can hardly talk.'
sad,'After receiving the grade on the paper mentioned in FEAR.'
sad,'When my grandmother died, her life was heavy and her last hours were terrible.'
sad,'When my boyfriend almost had a relationship with a close friend of mine.'
sad,'I had to leave Den Helder and all friends and acquaintences, after having spend two weeks there with my friends.'
sad,'China can not even give you good sound systems for an open lecture.'
sad,'Death of a pet rabbit. We had to give it away because my brother became allergic to it. We gave it to a man who kept animals and lots of other animals for children to watch. We went to visit our rabbit. It was badly beaten by the other rabbits and eventually died.'
sad,'When I was a Sr. in HS. one of the class counselors died of hepatitis. She was very sensitive. She knew my shyness and drew  me out to improve myself image. I missed her funeral - so I could not publically grieve. My parents didnt understand.'
sad,'When a very close friend of mine went into hospital for a major operation and I couldnt see her for a while as I was not a relative she had no relatives in N.Z.'
sad,'Could not get into the university I wanted to get in.'
sad,'A younger brother of a good friend of mine died (asthma).'
sad,'When I found out that I could not go to the concert (after buying the tickets) because of a biology test which occurred the morning after.'
sad,'At the beginning of the year I moved to a new city - I felt sad as I had to leave many friends and family members behind.'
sad,'At my grandfathers funeral - My grandparents virtually raised me as my mother was a solo-parent and had to work.'
sad,'Watching a football game. This remindes me of the time when my father was still alive and when we watched football games on TV together.'
sad,'My best friend could not get into university.'
sad,'When I heard the news that my grandfather had died.'
sad,'When I was told a friends baby had been born with only partial sight. This was her first child and she was not young (the mother that is).'
sad,'The disease and subsequent death of a close acquaintance. Sadness was accompanied with feelings of powerlessness (I also experienced sadness in the situation described under guilt).'
sad,'When my grandmother died. She stayed with us until I had the age of 10. When she died I was 13 and I remember the moment after the funeral: I sat on the table and cried.'
sad,'Tonight in bed when I realised how bad my relationship with my friend was.'
sad,'I was together with my family one night, a few days after my father had died, during that conversation I expressed my displeasure because nobody understands me.'
sad,'Saying goodbye to a friend.'
sad,'When the relationship with my girlfriend broke up.'
sad,'My grandmother died during Christmas break several years ago.'
sad,'It was a complex situation concerning a relationship with a boyfriend, I had broken the relationship for some reasons. Meanwhile, as I felt it, I had most sorrow.'
sad,'When a close friend took leave of me, because she went to Israel for one year.'
sad,'My boyfriend decided to make an end to our relationship.'
sad,'When a friend died.'
sad,'When I was trying for a girl who I really liked and cared for and thought she felt the same way too. But she didnt like the idea and just wanted to stay friends.'
sad,'I was very sad when my first boyfriend finished our relationship.'
sad,'Enrolling at varsity, being told I couldnt get in to certain papers.'
sad,'When a friend, after being free of drugs for half a year, started using them again.'
sad,'When I heard that my father had been involved in a car accident in Lusaka.  This happened when he had gone to get the car which had been stolen in Lusaka.'
sad,'When my first girlfriend an I left each other.'
sad,'When my best friend got a boyfriend. Because of this a relationship of ten years was finished abruptely.'
sad,'One of my relatives became seriously ill. I felt sad because I didnt know if she will ever be the same again.'
sad,'When I got separated from my first love.'
sad,'When I realized the burden it was for my mother to look after all of us, all by herself.'
sad,'The funeral of a friend who was killed in a car accident. She was of my own age, there were many of my own friends present, as well as her family etc.'
sad,'I ran a race for the CAL track team and I did terribly and then the coach said that I should sit out for the season. I felt really sad because I wasnt going to be able to run. It was something I always had done and now I couldnt do it anymore.'
sad,'When I saw my niece (5 yrs) crying in the hallway for her mother who had passed away about a month ago.'
sad,'I was very sad when I had to leave persons with whom I had a very intense relationship I also had to leave the environment which was part of this.'
sad,'A sudden end to the relationship with my first girlfriend.'
sad,'My relationship with a boyfriend was finished and I didnt succeed a years-course.'
sad,'Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown.'
sad,'A very close friend of mine died. I read it in the newspaper. I didnt know what to do and thought about it the whole day.'
sad,'When my father a 4th/5th generation colonial (from Eng.) attacked me verbally about my chosen partner. A man whom he discarded because his colour skin was not white. His ultimate disgust saddned me.'
sad,'I had this feeling when my parents distroyed a relationship with a boy because they thought he was bad and irresponsible.'
sad,'I received a letter from my grandmother. She has obviusly suffered a lot from my grandfathers suffering health. She mentioned things she had gotten him and he would never use.'
sad,'My dog of 16 and 1/2 years - ""Lord Grey"" died in his sleep - His death caused me more and deeper sadness than I thought.'
sad,'The death of my mother-in-law after a long sick-bed. at the moment of dying I was with her.'
sad,'When my grandmother died - having to see my mother weep.'
sad,'When my grandmother died very suddenly without warning.'
sad,'My grandfather died thirteen years ago.'
sad,'I had been living in an overseas city and made the decision to leave the city and come home about 12 months before I met a whole new set of friends, leaving them at the airport was sad and traumatic as they had helped me in many ways and I knew I wouldnt see many of them again.'
sad,'When my grandmother, who has been living with us for 14 years, had a stroke and was left paralysed on one side. She has been quite close to our family and to see her suffer in this way makes  me feel really sad.'
sad,'When someone I was close to became a paranoid schizophrenic and I was unable to see this person because of the situation.'
sad,'It made me very sad to hear that some construction company was going to build houses on the beautiful hills by my house.'
sad,'There is a boy who I love very much. I asked him to have dinner with me, but he refused I dont know why he didnt go with me, but I felt very lonely.'
sad,'When my girlfriend decided to finish our relation.'
sad,'This feeling was quite deep when my friend (girl) died in a car accident.'
sad,'When my girl went away for a holiday without saying good-bye to me.'
sad,'Recent break-up with my girlfriend. We had been together for over a year. I was overseas and discovered over the phone (while I was at work).'
sad,'The loss of a close relative who was ill with cancer.'
sad,'I had a quarrel with a good friend about the fact that I didnt pay her a visit when she expected me to come. Hereafter I was very sad because it became a real quarrel.'
sad,'When you are far away from relatives and friends. I feel sad for my early years, for the freedom and the carefree years of childhood.'
sad,'When I heard my grandfathers wife had leukemia I was very sad.'
sad,'When I noticed that my parents were not in such a prosperity as most people in my surroundings.'
sad,'When I part with my friends I feel always sad for some time. I cant remember a concrete example now. For example I have just parted with a friend of mine and I am feeling sad.'
sad,'When my girlfriend was afraid and anxious the day before taking her exam.'
sad,'After my fathers death.'
sad,'When I quarrelled with a very close friend of mine.'
sad,'Recently, my sister-in-laws horse was poisoned by a plant and died. The horse was very obedient and exceptional with children.'
sad,'I met a girl some time ago and I cared very much about her but it happened so that we left each other. I felt some sort of sadness, I think I can call it so.'
sad,'I hadnt been at my parents place for a long time. When I went to visit them I had high expectations, but when I was there it was very different from what I expected.'
sad,'I was going to go on a vacation to Texas this summer but was unable to go because of registration.'
sad,'When my mother and father were on an excursion in Chechoslovakia and I was at a student camp and I heard over the radio about the events that were taking place there.'
sad,'When I went to see the dead body of my uncle.  This was a very dramatic expreience as it was the first time that I entered a mortuary.'
sad,'I felt sad when a friend of mine died and I felt that something had irrevocably gone away from me.'
sad,'My nephews mother just left one day (my brother and she were not married). My nephew, Anthony, was shaken. I was sad for him because a similar situation happened to me.'
sad,'When my gradmother died.  I felt very sad then ... The feeling started to be worse after a while.'
sad,'Always when I get separated from my friends and relatives from my home town.'
sad,'When I realized that I was in hospital after a car accident and that I had a scleral tear in my left eye.'
sad,'So as to be closer to the university I have left home and moved into Auckland. It now seems as if I have left home - especially my family - forever.'
sad,'My mother kicked my surrogate father out and he in turn did not care for the dog, Afthur, he bought for the family. His lack of concern lead tho Arthurs death on the freeway. I loved Arthur like a brother. He was easy to talk to.'
sad,'An uncle of mine who just retired, having worked hard all his life, got a cerebral hemorrhage.'
sad,'My cat was sick and I had to take him to the vet to be put down - no one else there to do it.'
sad,'I asked a girl out on a date and she said no.'
sad,'When a close friend of mine collapsed and passed away and the illness was not known.'
sad,'My girlfriend let me down badly 3 times in one week. These instances summed up all the negative aspects of our relationship which at the time seemed doomed to fail.'
sad,'Losing a boyfriend for the second time to my friend. He fell in love with her. The same thing happened a few months earlier with another boyfriend.'
sad,'Leaving high school.'
sad,'Departure of a very close friend - for a long stay overseas, sharing in the sorrow of her parents who were left behind.'
sad,'Listening and watching a tape of someone with AIDS being prejudiced against at a counselling course on AIDS with 20 others.'
sad,'When my mother was proved to suffer from a very serious disease.'
sad,'When my grandfather died.'
sad,'Losing a pet chick. Our family had just put the chick outside a few days before and then one morning it was gone.'
sad,'Death of brother.'
sad,'Finding out that my grandfather had died. He lived in England and I had not seen him for 10 years.'
sad,'My paternal grandmother had died. We werent close but she was blood. I didnt cry but I was sad, partly due to her death and partly I think, due to the fact that I couldnt/didnt cry.'
sad,'4 years ago my family decided to move from New York to California. From the time we decided to move until the time we left, I realized how much my friends cared for me.'
sad,'When we left  and for a long time after that I was very sad.'
sad,'I have high expectations for my future but if I pursue the subject in this manner I will not attain this.'
sad,'I was in a car accident on the way back from a weekend rowing regatta we had won. 5 others were in the car. I thought I had never be able to row again.'
sad,'When my brother (5th in the family) passed away.'
sad,'When another fellow worker decided to leave the company. We had been very close and we would not be able to work with eachother any longer.'
sad,'When my mother died.'
sad,'I felt sad with the two situations I described before. The cat and the school. Sadness was intermingled with the other feelings.'
sad,'Disappointed love. The girl made an end to our relationship while I thought she was in love with me.'
sad,'When my boyfriend said he did not want to see me anymore (which turned out to be untrue).'
sad,'I had to terminate a training because I wasnt suited for it. I was very sad about this, because I very much wanted to finish that training.'
sad,'Hearing about a friend back home that had to have his stomach pumped because he had overdosed on pills.'
sad,'My boyfriend finished our relationship when I started studying psychology in Nijegen, because then we would not be able to meet frequently anymore.'
sad,'A good friend of mine died. During the funeral I felt an intense feeling of sadness.'
sad,'When my father passed away.'
sad,'My girlfriend wanted to breakup for an indefinite amt. of time. She said that she couldnt commit herself fully to the relationship without going out with other people. I was her first boyfriend.'
sad,'When my sister (really my niece) died of cancer at the age of 2 yrs after I took her to the doctor at the age of 1 and he diagnosed it.'
sad,'When the mother of a good friend of mine died.'
sad,'This occurred when my girlfriend and I have to finish our relationship due to some circumstances between her and her family. I was really sad, hurt and couldnt really find any  reason why am I still living. Is this life is all about ? This was one of few question which crept up vividly every time I thought about what had happened.'
sad,'I felt sadness when my grandfather died.'
sad,'When boyfriend could not stand up to his mother or for himself.'
sad,'When my grandmother passed away.'
sad,'The end of a relationship (after 4 years) by doing this I hurt the other person very much.'
sad,'Day time robbery of our house.'
sad,'When my father had a cerebral hemorrhage.'
sad,'After my father died suddenly of a heart attack.'
sad,'When my flute-teacher was replaced by a new one.'
sad,'When my beloved uncle was shot dead by relatives.'
sad,'When I did bad on a chamistry midterm which I could have done well.'
sad,'The saddest I have ever been was when my lover was killed, hitch-hiking to work.'
sad,'When I finished a relation after four years, leading to much sorrow for the other one and myself (""although it was the best solution"").'
sad,'Sitting in a bus, I heard behind, the voice of a girl I was friendly with. After her talking for some time with another girl I decided it wasnt her in fact that someone miming her, sad,which it was when I finally looked. I was talking to a friend at the time.'
sad,'We got news that my (almost) 21 years old brother died while visiting Europe of a cerebral hemorhage. It finally hit me an hour after we saw his corpse in the coffin. It felt like a door between himself and everything had closed and locked forever.'
sad,'My girlfriend left the house in which we lived together a few months ago. This made me very sad.'
sad,'When my grandmother died - I wasnt sad so much that she had died because she was old, but because she lived in the last few years in an old peoples home and had nothing very much that was hers - no chair, or private space, and when I went to visit she would be sitting in the ""lliving"" room the TV room. It was hopeless. And I felt awkward so I didnt go and I was sad cos how I couldnt.'
sad,'When the girl whom I have lusted after expressed reciprocal feelings and then days later changed her mind.'
sad,'When my father was imprisoned for burning the house of his younger brother.'
sad,'I felt sadness when I had to get separated from the woman I loved who had to leave for her motherland.'
sad,'My father died. I was away at the time and did not know until two days after.'
sad,'I was selected to do a rest for a foreign ballet but I did not have the money to do it.'
sad,'When I got separated from the man I loved so much.'
sad,'As a child - having a dog - it getting a disease and dying.'
sad,'Watching ""11 am"". They had a programme on the starving refugees. Their plight was a source of sadness for me.'
sad,'I felt alone among a large number of people.  I was sad to see that nobody cared about what was happening to me.'
sad,'When I was ditched by my girlfriend.'
sad,'Having to decide on a termination of a pregnancy, after discussing it with friends, family and the man involved.'
sad,'I was very sad at hearing that my grandfather had passed away.'
sad,'I left my home in Melbourne to come to Qland to study and before I hopped in the car I hugged my mother and shook hands with my father. Sensing immediately my father sadness, I also had a flood of the same emotion.'
sad,'This condition accumulated in my mind when funeral news was brought to my awareness, that a close relative had passed away.'
sad,'When I heard that my nephew had passed away.'
sad,'I did not like it when a little girl was crying for her dead mother and was calling her by her name.  I was sad.'
sad,'Upon moving away from home for the first time to a different city, I felt no longer ""under the wing"" of my parents even though they would always be there to help me. I felt a sense of loss, I was now all alone in the world, responsible for my own actions.'
sad,'When I missed the chance of becoming a graduate in mining engineering, after having prayed one week in the church I was not even selected.'
sad,'I was very sad when I did not get admission in the English college, as I had 1% less marks than they wanted.'
sad,'The death of my twin sister - suicide.'
sad,'A very close friend from Victoria visited me over the holidays. Having enjoyed his company immensely over 10 short days, I was overwhelmed by sadness when he left to return to Victoria.'
sad,'When my nephew was taken to hospital with meningitis and we did not know what would happen.'
sad,'After studying a lot for my H.S.C exams, I could not make it to the medical stream and I felt sad about this.'
sad,'I was alone in my parents house, having made plans to spend the afternoon with a lover (plans which the lover cancelled), watching a movie and considering my life and circumstances - pressures of examinations in particular.'
sad,'Unrealisation of the desired profession (aviator).'
sad,'When I applied for the college entrance examination to FUVEST, and I wasnt approved in the second fase.'
sad,'My mother died of cancer after a 4 year illness - I think the most pregnant moment of sadness was the next morning, just as the sun rose.'
sad,'The person whom I liked most left me for a friend of mine, after several months of mutual help and a profound knowledge of each other.'
sad,'I missed my twin when I was on the verge of being thrown, which I disliked.'
sad,'I was alone at home on New Years Eve.'
sad,'When I left my sisters house after staying there for a few days. She has two little boys, and they are very warm people (the family). At the time, I was in need of this sort of contact, and I grew very fond of children (no, Im not a paedophiliac).'
sad,'The time I lost a badminton match, that I should have won at the Zambia closed badminton championships.'
sad,'When I was at school.'
sad,'I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there.'
sad,'Girl I was fond of did not initiate conversation as I expected in tutorial.'
sad,'When my father passed away.'
sad,'No response.'
sad,'The day I woke up to find that a kitten I had wanted to keep had been eaten by the neighbours dogs.  It had been locked out by my wife who claimed that it had dirtied the sheets.'
sad,'Death of paternal grandmother to whom I was very close - died of cancer.'
sad,'Death of grandfather (unexpected).'
sad,'No response.'
sad,'A friend of mine was hospitalized after having been diagnosed as having typhoid, he had to forgo his exams and also his ambition of doing a dissertation at the M.A level.  It was a very sad event for me and I felt very sorry for him so I volunteered to stay with him in the hospital.'
sad,'When my mother and father separated (it was a brief separation and they are together now).'
sad,'No response.'
sad,'I was very sad  when I got the XIIth standard results, when I got low marks as compared to my friend and I could not get admission to courses like medicine.'
sad,'When I heard that my father had passed away.'
sad,'My elder sister scolded me in front of my younger sisters and cousins.  She said that I was very lazy and I felt so sad that I cried myself to sleep.'
sad,'When my grandmother died.'
sad,'I failed a subject despite the fact that I had studied quite a lot for it.'
sad,'Some colleagues decided to go out on a Saturday not inviting me to decide either the place nor the time.'
sad,'When my dad passed away.'
sad,'My sister was in a hospital, later in the evening we received the information that she had died.'
sad,'When my son was diagnosed as having CEREBRAL PALSY, at age 5. He would have to endure so much labelling, stigma and discrimination, even though his case was relatively mild.'
sad,'Death of a parent.'
sad,'I was told that a friend of mine was going to Mexico for good.'
sad,'I felt sad when I was despised by another person.'
sad,'The loss of my mother.'
sad,'Lost a friend.'
sad,'I couldnt sleep, and began to remind of my childhood. We are many sisters and at that time we were spanked a lot and I dont know why I started to remind of the spanks they and I had had, their shouts when this happened.'
sad,'A girlfriend ended our relationship in an abrupt and unexpected manner.'
sad,'When I found my baby whipped by my Auntie. I was really sad and up to this moment my sadness is still on.'
sad,'When I failed one of my courses at school - the university of Zambia.'
sad,'I received a letter from some friends, who do not live in Madrid, telling me that they would not come on holiday.  I had arranged everythiing for them.'
sad,'At my grandfathers funeral.  I remembered that the thing he liked and respected most was earth, I thought that he had attained what he wanted and was not separated from it any longer.'
sad,'A close relative was at odds with a very powerful firm.  All his things had been taken, His dad had died a little before this event.  He gathhered his children and vowed to give them a good life with a new start - the words were hollow, he bit back his tears .....I asked to be excused and then went and cried in the loo.'
sad,'When a friend of mine died in a hiking accident.  I was not present there and only got the news later.'
sad,'The holidays come to an end, and the next day we had to go back to University and to the exams.'
sad,'My mother left my father for his best friend, and he moved to Papua New Guinea. Despite the fact that I am closer to my father than to anyone else in my family, I had to move in with my mother, and say good-bye to my father, not knowing when I would see him again.'
sad,'It was when my father was taken into detention by the CIDS for two years for a reason I dont know up to now.'
sad,'When I failed a test at my primary school.  I was then in grade 7 and we were about to take the main exam.'
sad,'I lost my grandfather whom I loved very much.  I had not known that he had been ill for a very time, when I received this message he was already dead.'
sad,'Leaving Melbourne to move interstate - leaving relatives and friends behind.'
sad,'When my first love was not successful.'
sad,'While walking through an old mining area, I unwittingly disturbed a wallaby which, in its resultant flight, accidentally fell down a deep mine shaft. On investigation it seemed uninjured, but it was impossible for the wallaby to get out, and also for me to get it out of the shaft. To prevent its suffering a slow death, I shot it.'
sad,'A friend of mine is having psychiatric problems because of his mothers death ages ago. He is really quiet and because it relates back to his childhood I feel sadness for him. He doesnt lead a normal life and it just seems unfair.'
sad,'When I heard that my girlfriend was getting married to another person, I felt very sad.  That day I did not eat anything and kept thinking of her all day long.'
sad,'When my parents and sister went on a trip and I was separated from them for about three months.'
sad,'When my cousin passed away during the holidays at home.  He fell ill at night and the next day he died in the evening.'
sad,'When my family heard that my Mothers cousin who lives in England wrote us to tell that he had cancer of the lymph glands.'
sad,'I was away to school (Primary). In my abscence my young brother at home got sick suddenly. My parents took him to hospital. On the way he died. It came to me as a sad, sudden and shocking news and I felt very sad.'
sad,'It was at the time of my M.Sc exam, when I was not in a position to take the exam after having studied seriously.'
sad,'When I found out that a person I went to school with had died in a car accident.'
sad,'I dont know why suddenly I thought that what I was feeling for my boyfriend was not really love. After almost three years being together, this matter of fact shaked me and I felt a great sorrow that I can call sadness.'
sad,'I dreamt of my fathers death while I was at secondary school.  I was screaming at the top of my voice and was woken up by my friend.  That day I was really sad.'
sad,'Leaving home to move closer to University. As an oldest child, this experience was traumatic for both my parents and myself.'
sad,'When I was told that my uncle had passed away.'
sad,'When my friend (girl) went abroad for two years.'
sad,'When my little brother passed away mysteriously, at least from what I was told about it.'
sad,'When the neighbour of a friend of mine was stabbed to death by thieves in Kabwe.  They stole his van.'
sad,'When my mother died in August 1978.'
sad,'At our Senior dinner - separated from school friends, nothing will ever be the same again.'
sad,'When I received a letter telling me that my mother was very ill.'
sad,'The sadness came to me when I heard that my girlfriend whom I loved so much got married to another man before a rebuff from her.'
sad,'Thinking about friends overseas.'
sad,'After training for an Australian championship competition for a year and then injuring myself 2 weeks before the competiotion.'
sad,'When I was told that my father had passed away.'
sad,'When my cousin passed away unexpectedly and tragically (a murder).'
sad,'When my father passed away of cancer, I was extremely saddened. He was not very old, which made matters worse. The actual death was horrendous, but the moving funeral saddened me more so.'
sad,'When I was about to write my Junior Certificate Exams, I received sad news telling me that my elder sister had passed away.'
sad,'Looking up end-of-semester results, and finding I hsd failed three out of seven (subjects).'
sad,'I felt sad when I heard that my girlfriend was double-crossing me with the boy who is my best friend.'
sad,'The day my teacher of Latin and French died.'
sad,'When I got divorced from my husband after ten years of marriage.'
sad,'When my grandfather died.'
sad,'When my father died.'
sad,'At end of school - function to ""celebrate"" ? Leaving friends who I had known for up to 12 years.'
sad,'I really became sad when mother passed away while I was very young.'
sad,'When I learnt of the death of a friend.'
sad,'My father died last year after an 8-week severe illness.'
sad,'1976, Soweto uprising in South Africa and the racist Gouts reaction to the students demands concerning the educational system.'
sad,'When my girlfriends nephew passed away.'
sad,'I had been caught red-handed having stolen some paw-paw. I was then taken the elders owning the paw-paws.'
sad,'Passing away of my father.'
sad,'Shifted from Melbourne to Brisbane. All my old school friends gave me a party and I had to say good-bye to them all.'
sad,'When I lost my father in a car accident.'
sad,'I experienced this emotion when my friend committed suicide after we had spent the afternoon playing and discussing life and its problems.'
sad,'When I left all my friends at school (break up) knowing we would probably all go our separate ways, and none see one another for a long time.'
sad,'I felt sad when I was told to walk out of the classroom because I was within the row of students who were making noise.'
sad,'When I was not selected to go to the University of Malawi I felt very sad.'
sad,'I was terribly upset when my kitten got hit by a car. He didnt die, but for several weeks we thought he might have to be put down.'
sad,'When I received a message that my brother was seriously ill and was in hospital.'
sad,'I broke up with my boyfriend of seven months, but it was a very ""indepth"" relationship and so after feelings of grief and loss were over I felt an immense sadness.'
sad,'When I lost my father on the 25th of September,1970.  He died of a sore on the leg.'
sad,'I remember that when my mother died the day was sad and every time I think of it I am saddened by the loss of my mother.'
sad,'A friend of mine could not make it back to Unza after having failed the exams.'
sad,'When I went to see the result of an exam and saw that I had failed.'
sad,'At the funeral of a friend about 20 years old, who was killed in a hit-and-run motorcycle accident.'
sad,'I felt it when I was at home and saw a discussion without sense between my parents.'
sad,'I had a girlfriend who lived several kilometers away from my home. One day she wrote me that she had visit me. On her way she had a car accident and was badly injured. I was very sorry to see her lying in a bed in the hospital.'
sad,'This morning during my sleep I had a feeling that someboby was attacking me.  I started crying in my sleep and then my room-mate woke me up.'
sad,'I was very sad when I was shouted at by Uncle and was told that I was not to be given school fees because I didnt go to work in the garden since I had gone to escort my sister to the bus depot.'
sad,'The death of my grandfather.'
sad,'Death of grandmother.'
sad,'When one of my closest friends died unexpectantly.'
sad,'When one of my best friends commited siucide during these holidays.'
sad,'It was last September when I felt very sad. It was when I heard that I was not selected to study in the University of Malawi.'
sad,'I felt sad when my dear friend was needed from training school due to his failure in a number of subjects and simply didnt know what he had to do.'
sad,'When my team lost a championship.'
sad,'At rejection / being ignored by a loved person held in great esteem.'
sad,'I got separated from the man I loved.'
sad,'When a person whom I loved and admired a lot died.  I felt empty, lonely, helpless, without support, not knowing what to do.'
sad,'When my grandmother passed away.'
sad,'It was when I failed standard 8 exams while all my friends passed and went to secondary school. In class I was always getting more marks than they did.'
sad,'This happened when one of my uncles died just whan I was planning to go and visit him during the next holidays.'
sad,'When a friend, who has been with me at school, failed to make it to UNZA.'
sad,'Close relative is dying of cancer - found out last week.'
sad,'To say goodbye to dear friends after the holidays.'
sad,'I was so sad when I heard that my Uncle had passed away. He was the only man who was supporting my parents as well as myself.'
sad,'Leaving the house myself and a female friend had shared for 6-8 months because of the friendship which developed and our approach to each other in occasional instances of several personal crises.'
sad,'When my grandfather died.'
sad,'When felt lonely about writing my family.'
sad,'I was very sad when I heard about the death of my teacher who taught me in Standard 8.'
sad,'Death of the family dog.'
sad,'The first time I left home.'
sad,'A friend of mine told me that my boyfriend had been with another girl this Summer.  We had been going out together for four years and we had not done so for the last three months.  I could not believe it.'
sad,'Moving to an unknown place, away from the familiar surroundings and into a situation of loneliness.'
sad,'To fight with a sister and to know that she doesnt care.'
sad,'When my sister died, she was only sixteen when she was put to rest.'
sad,'When I came back from my holidays.'
sad,'After the fact that made me ashamed I felt sadness.'
sad,'The loss of my father as he died of a massive and sudden heart attack.'
sad,'It was in the evening when I heard that my girl went to Zambia and that she would never come back.'
sad,'When my friends died one after the other.  The first died in a car accident and the second one recently, due to an illness.'
sad,'I felt very sad when my son died after a short illness.'
sad,'One day, I was home and there was a phone call informing me that some of my relatives had died in an accident.'
sad,'I was once nominated as an Officer Cadet in the Armed Forces and my name was cancelled on the list of nominees of those who were sent to Kenya for Training.'
sad,'When my close friend was involved in an accident and passed away instantly.  He had gone to buy a new car and had asked me to wait at his home so that I could see his new car.'
sad,'My uncle died - I felt sad at the funeral.'
sad,'One day I came across a certain boy who was intruding my friendship as lovers with my girlfriend and I was very sad because I didnt expect that girl to disappoint me I regarded her as being very faithful.'
sad,'That afternoon I received two messages informing me, one that my brother was in a coma in the U.T.H suffering (kidney disease) and two, that my uncle met with an accident on his way to the hospital  to see my brother.'
sad,'I never failed my examinations since Standard 1 but I experienced sad moments when I sat for Standard 8 Examination and I was not selected for Secondary School education in 1978.'
sad,'When I deeply felt that I could lose the person I love best because of my foolishness.'
sad,'When I lost my grandmother.  She had been my guardian after the death of my father.'
sad,'When I heard of the death of my mother.'
